query_id,main_id,ra,dec,otype,sp_type,ids,V
"CNS5 2552","BD-09  3070",156.29515462945542,-10.228691929344164,"PM*","M1V","TIC 36879392|MCC 579|StKM 2-636|GES J10251021-1013416|GJ 390|HIP 51007|Gaia DR3 3767878708888402816|PLX 2443|Cl* Melotte   25    EGG      37|BD-09  3070|CNS5 2552|G 162-52|GEN# -0.00903070|HIC  51007|JP11   277|L  824-1|LFT  713|LHS  2259|LPM 347|LTT  3825|NLTT 24293|PM 10227-0959|PPM 716545|TYC 5494-139-1|[RHG95]  1630|2MASS J10251088-1013434|PLX 2443.00|WISEA J102510.34-101341.8|GCRV 26267|UCAC4 399-048321|PM J10251-1013|Gaia DR1 3767878704592802176|Gaia DR2 3767878708888402816|Karmn J10251-102",10.139
"CNS5 2557","WISE J102557.72+030755.7",156.49389754166668,3.1326200555555554,"BD*","T8.5","WISEA J102557.67+030755.8|CNS5 2557|WISE J102557.72+030755.7|EQ J1025+0307",
"CNS5 2567","BD+01  2447",157.2314636792975,0.8409996957155557,"PM*","dM2","TIC 277888583|Karmn J10289+008|AP J10285555+0050275|StKM 2-642|GJ 393|HIP 51317|Gaia DR3 3855208897392952192|PLX 2456|LSPM J1028+0050|ASCC 1133482|UCAC2  32036240|USNO-B1.0 0908-00191111|8pc 138.29|AG+01 1298|BD+01  2447|Ci 20  580|G  55-24|G 162-60|GCRV  6576|GEN# +0.00102447|GSC 00246-01068|CNS5 2567|HIC  51317|JP11     7|LFT  719|LHS  2272|LTT 12805|MCC 127|NC 28|NLTT 24467|PPM 156874|Ross  446|TYC  246-1068-1|UBV    9694|UBV M    156|UBV    9672|VVO 262|Zkh 142|[ATZ98] C060|[RHG95]  1642|2MASS J10285555+0050275|PLX 2456.00|1RXS J102855.9+005023|RX J1028.9+0050|ASAS J102856+0050.5|WISEA J102855.13+005020.1|UCAC4 455-050081|PM J10289+0050|WEB  9373|Gaia DR2 3855208897392952192",9.65
"CNS5 2571","*  36 UMa B",157.60545366878,55.99912650252,"PM*","K7Ve","TIC 416519074|MCC 30|GJ 394|Gaia DR3 853820948481913472|CNS5 2571|PLX 2457|LSPM J1030+5559|ASCC  189535|*  36 UMa B|AG+56  796|AGKR  9427|BD+56  1458|CCDM J10306+5559B|CSI+56  1459  2|GCRV  6586|GEN# +1.00237903|GEN# +1.00090839B|GSC 03819-01043|HD 237903|IDS 10242+5629 B|NLTT 24505|PPM  32667|SAO  27668|TYC 3819-1043-1|UBV    9676|VVO 151|YZ  56  6374|2MASS J10302530+5559569|USNO-B1.0 1459-00208170|PLX 2457.00|WDS J10306+5559B|** LDS 2863B|UCAC4 730-049457|PM J10304+5559|Gaia DR1 853820944186096384|WEB  9391|Gaia DR2 853820948481913472|Karmn J10304+559",
"CNS5 2572","*  36 UMa",157.6565802735,55.98053880257,"PM*","F8V","TIC 416519065|AP J10303759+5558501|GJ 395|HIP 51459|Gaia DR3 853819947756949120|CNS5 2572|PLX 2459|LSPM J1030+5558|ASCC  189540|USNO-B1.0 1459-00208186|2E  2289|AG+56  797|BD+56  1459|CCDM J10306+5559A|CSI+56  1459  1|FK5  394|GC 14427|GCRV  6587|GEN# +1.00090839A|GSC 03819-01373|HD  90839|HIC  51459|HR  4112|IDS 10242+5629 A|IRAS 10273+5614|JP11  1952|N30 2495|NLTT 24513|PMC 90-93   284|PPM  32668|ROT  1574|SAO  27670|SKY# 20176|SPOCS  456|TD1 14879|TYC 3819-1373-1|UBV    9675|UBV M  16264|YZ  56  6379|uvby98 100090839 A|2MASS J10303759+5558501|PLX 2459.00|1RXS J103037.7+555856|2E 1027.2+5615|RX J1030.6+5558|[ZEH2003] RX J1030.6+5558  1|WDS J10306+5559A|** LDS 2863A|*  36 UMa|WEB  9393|Gaia DR2 853819947756949120",
"CNS5 2593","G 236-34",158.86244571475333,69.44964385873195,"SB*","M4V","TIC 103803629|GJ 3612|Gaia DR3 1073206263054159104|CNS5 2593|PLX 2470.0|LSPM J1035+6926|2MASS J10352725+6926594|USNO-B1.0 1594-00106280|G 236-34|L 1912-9|LFT  723|LHS   283|LP   37-179|LTT 12827|NLTT 24730|USNO 609|[RHG95]  1657|PLX 2470.01|PM 10320+6943|Gaia DR2 1073206263054159104|PM J10354+6926|SBC9 3810|Karmn J10354+694",
"CNS5 26","HD    166",1.6532666952450004,29.021503526080565,"BY*","G8V","TIC 238432056|UCAC4 596-000304|GJ 5|HIP 544|Gaia DR3 2860924621205256704|AP J00063674+2901175|2MASS J00063674+2901175|LSPM J0006+2901|TYC 1735-927-1|ASCC  647404|USNO-B1.0 1190-00001748|PLX    9|2E    15|V* V439 And|GSC 01735-00927|GSC 01735-02532|1E 0004.0+2844|2E 0004.0+2844|ADS    69 A|AG+28    4|CNS5 26|BD+28  4704|CCDM J00065+2900A|CSI+28  4704  1|Ci 20    9|EUVE J0006+29.0|GC    95|GCRV    51|GEN# +1.00000166|HD    166|HIC    544|HR     8|IDS 00014+2829 A|IRAS 00040+2844|LTT 10023|N30   12|NLTT   235|NSV    33|PPM  89410|RBS    15|SAO  73743|SKY#   200|SPOCS    4|UBV      29|UBV M   7136|USNO-A2.0 1125-00043457|YZ  28     3|[B10]     6|uvby98 100000166|PLX    9.00|1ES 0004+28.7|1RXS J000636.8+290112|RX J0006.6+2901|[ZEH2003] RX J0006.6+2901  1|WDS J00066+2901A|** ENG    1A|** STT  549A|WISEA J000637.12+290115.4|WISE J000637.09+290115.4|Gaia DR1 2860924685628241024|WEB    97|Gaia DR2 2860924621205256704",6.07
"CNS5 2605","LEHPM 2-2758",159.69896532816,-86.54553630824,"PM*",,"TIC 369819319|Gaia DR3 5189170557793054848|CNS5 2605|WISEA J103845.48-863245.7|2MASS J10384782-8632441|LEHPM 2-2758|Gaia DR2 5189170557793054848",
"CNS5 2606","EGGR 535",159.73154174269249,-20.68245391956278,"WD*","DQ10P","TIC 179299789|PSO J159.7305-20.6807|GJ 3614|Gaia DR3 3553682127126319360|2MASS J10385559-2040572|CNS5 2606|EGGR 535|LHS  2293|LP  790-29|LTT  3902|WD 1036-204|NLTT 24944|WISEA J103855.35-204050.9|EC 10365-2025|Gaia DR2 3553682127126319360",16.28
"CNS5 261","HD   5133",13.254728564647499,-30.356914182530836,"PM*","K2.5Vk:","TIC 66409287|RAVE J005301.1-302125|GJ 42|GJ 42.0|HIP 4148|Gaia DR3 5031808453624044800|2MASS J00530108-3021249|PLX  177|Cl* Melotte   25    EGG       4|CNS5 261|CD-31   325|CPC 17   314|CPD-31    92|Ci 20   62|Ci 18  119|EGM 450|G 269-49|GC  1058|GCRV   500|GEN# +1.00005133|HD   5133|HIC   4148|IRAS 00505-3037|LFT   82|LHS  1163|LPM  46|LTT   498|NLTT  2941|PM 00056-3038|PM 00506-3038|PPM 276466|RX J0053.0-3021|SAO 192793|SKY#  1364|SPOCS   46|TYC 6998-1282-1|UBV     772|UBV M   7737|uvby98 100005133|PLX  177.00|WISEA J005301.69-302124.2|Gaia DR1 5031808449327958912|WEB   739|Gaia DR2 5031808453624044800",7.171
"CNS5 2611","L  465-84",159.93478408051683,-37.92043735022517,"**","M2Ve","TIC 106504049|HIP 52190|CNS5 2611|HIC  52190|2MASS J10394435-3755136|GSC 07710-01367|1RXS J103944.0-375503|ASAS J103943-3755.0|WISEA J103944.54-375515.1|UCAC4 261-054050|PM J10397-3755|** HDS 1523|WDS J10397-3755AB|CCDM J10397-3755AB|L  465-84|NLTT 24997|Gaia DR2 5442691069843124992|Gaia DR3 5442691069840042112",11.058
"CNS5 2617","G 146-58",160.40781620490085,37.61087812326278,"PM*","M4.0V","TIC 17299996|GJ 1134|Gaia DR3 751975660302006784|LSPM J1041+3736|UCAC2  45002579|2MASS J10413809+3736397|USNO-B1.0 1276-00227074|CSI+37-10390|G 146-58|GEN# +9.80146058|CNS5 2617|TIC 471011173|L 1545-14|LFT  732|LHS   287|LP  263-15|LTT 12850|NLTT 25073|PM 10388+3752|UBV M  42556|USNO  36|[RHG95]  1664|PLX 2501.01|Gaia DR2 751975660302006784|WISEA J104136.57+373635.2|PM J10416+3736|Karmn J10416+376",
"CNS5 2626","WT 1827",160.76189387284919,-9.211347583406388,"**","M5.5V","TIC 902699691|WISE J104301.45-091237.0|TIC 471012416|TIC 55003990|Gaia DR3 3762231926405726720|PM J10430-0912W|2MASS J10430293-0912410|FBS L 10-72|FBS 1040-089|CNS5 2626|WT 1827|Gaia DR2 3762231926405726720|WISEA J104301.42-091237.0|WDS J10430-0913AB|UCAC4 404-051073|PM J10430-0912|** WSI  112|Karmn J10430-092AB",15.11
"CNS5 2631","L  143-23",161.08847046423625,-61.20979871122639,"PM*","M5.5V","TIC 391039604|GJ 3618|Gaia DR3 5254061535106490112|L  143-23|LHS   288|LTT  3946|CNS5 2631|[RHG95]  1673|PLX 2511.01|2MASS J10442131-6112384|Gaia DR2 5254061535097566848|WISEA J104420.75-611218.4|NLTT 25245|LFT  734",13.92
"CNS5 2632","LP  791-3",161.12165046203083,-18.635328106105828,"PM*",,"Gaia DR3 3555173782156353536|CNS5 2632|LHS  2303|LP  791-3|NLTT 25210|TIC 413373646|2MASS J10442927-1838063|WISEA J104428.70-183811.5|Gaia DR2 3555173782156353536",14.5
"CNS5 2636","BD+39  2376A",161.33952774655,38.511769024600554,"PM*",,"GJ 400 A|CNS5 2636|Gaia DR3 776067089642433664|BD+39  2376A|** HO  532A|WDS J10454+3831A",
"CNS5 2646","2MASSW J1047539+212423",161.974394,21.406519,"BD*","T6.5","TIC 95838193|2MASSW J1047539+212423|2MASSI J1047539+212423|2MASS J10475385+2124234|2MASSI J1047538+212423|CNS5 2646|WISEA J104752.35+212417.2|[B2006] J104753.9+212423",
"CNS5 2647","DENIS J104814.6-395606",162.06072337671375,-39.9352340955186,"LM*","M8.5Ve:","TIC 107012050|Gaia DR3 5393446658454453632|2MUCD 20385|2MASS J10481463-3956062|CNS5 2647|USNO-B1.0 0500-00227632|2MASSI J1048147-395606|[B2006] J104814.2-395609|DENIS J1048.0-3956|DENIS J104814.6-395606|DENIS J104814.7-395606|DENIS J104814.9-395604|WISEA J104813.47-395617.3|Gaia DR2 5393446658454453632|** NHR    2A|WDS J10482-3956A",17.532
"CNS5 2648","LP  731-58",162.05255937841667,-11.336002970408334,"PM*","M6.5V","GJ 3622|AP J10481258-1120082|TIC 55099399|Gaia DR3 3757613049856225792|CNS5 2648|LHS   292|LP  731-58|NLTT 25392|USNO 835|[GKL99] 223|[RHG95]  1679|2MASS J10481258-1120082|2MASSI J1048126-112009|PLX 2516.02|8pc 220.30|USNO-B1.0 0786-00215012|UCAC3 158-112504|UCAC2  27842586|Gaia DR2 3757613049856225792|DENIS J104812.6-112009|WISEA J104813.03-112025.9|UCAC4 394-049480|PM J10482-1120|Karmn J10482-113",15.784
"CNS5 2653","NAME Luhman 16",162.32881400000002,-53.319466000000006,"**","L7.5+T0.5","TIC 119862115|Gaia DR3 5353626573555863424|CNS5 2653|WISE J104915.57-531906.1|** LUH   16|WDS J10493-5319AB|NAME WISE J1049-5319AB|WISEA J104915.52-531906.1|2MASS J10491891-5319100|DENIS J104919.0-531910|NAME Luhman 16|UCAC4 184-061368",16.2
"CNS5 2654","G 119-36",162.44011578394748,35.547530261909166,"**","M5V","TIC 249667452|GJ 1138|Gaia DR3 750586216906847104|LSPM J1049+3532|2MASS J10494561+3532515|CSI+35-10470|G 146-67|G 119-36|GEN# +9.80119036|CNS5 2654|L 1545-74|LFT  740|LHS   293|LP  263-29|LTT 12885|NLTT 25434|PM 10470+3549|UBV M  42559|USNO  37|Zkh 144|[RHG95]  1682|USNO-B1.0 1255-00183207|PLX 2517.11|WDS J10498+3533AB|** BEU   14|WISEA J104944.99+353239.8|PM J10497+3532|UCAC4 628-046242|Gaia DR2 750586216906847104",
"CNS5 2657","Wolf  358",162.7167968251621,6.808127671502777,"BY*","M4V","TIC 393584005|AP J10505201+0648292|GJ 402|HIP 53020|Gaia DR3 3864615459886222464|PLX 2524|LSPM J1050+0648|ASCC 1040787|USNO-B1.0 0968-00215383|8pc 177.46|CSI+07-10483|Ci 20  591|G  45-8|G  44-40|GCRV  6733|GEN# +6.10010402|GSC 00261-00224|CNS5 2657|HIC  53020|TIC 471011668|JP11  5135|JP11  5136|JP11  5134|JP11  5137|LFT  742|LHS   294|LTT 12891|NLTT 25500|PM 10483+0705|V* EE Leo|Wolf  358|Zkh 145|[RHG95]  1687|2MASS J10505201+0648292|PLX 2524.00|TYC  261-224-1|Zkh 146|WISEA J105051.41+064820.8|UCAC4 485-051902|PM J10508+0648|Gaia DR1 3864615455592036992|WEB  9640|Gaia DR2 3864615459886222464|Karmn J10508+068|** RAO  256|WDS J10509+0648A|WDS J10509+0648Aa,Ab|** LAF   42A",11.675
"CNS5 2661","G  44-42",163.01768113412,13.997584664845554,"PM*","M4V","TIC 63881698|AP J10520440+1359509|GJ 403|Gaia DR3 3873066031380105216|PLX 2526|LSPM J1052+1359|NLTT 25556|2MASS J10520440+1359509|USNO-B1.0 1039-00186421|CSI+14-10495|Ci 20  593|G  58-26|G  44-42|CNS5 2661|LFT  744|LHS   295|LTT 12896|PM 10495+1416|[RHG95]  1690|p. HUBBLE 3|PLX 2526.00|Gaia DR2 3873066031380105216|WISEA J105203.42+135953.4|UCAC4 520-051830|PM J10520+1359",12.737
"CNS5 2662","G  44-43",163.05937350523251,5.919396987832502,"PM*","dM5.5","TIC 281744438|EPIC 248601792|GJ 3631|Gaia DR3 3864228496219589120|LSPM J1052+0555|NLTT 25568|2MASS J10521423+0555098|USNO-B1.0 0959-00194898|G  44-43|G  45-12|CNS5 2662|LHS  2320|PM 10497+0611|[GKL99] 227|[RHG95]  1692|[ZEH2003] RX J1052.2+0555  3|WISEA J105213.74+055509.2|UCAC4 480-049573|PM J10522+0555|Gaia DR2 3864228496219589120|Karmn J10522+059|1RXS J105214.2+055514|RX J1052.2+0555|** LWR   10A|WDS J10523+0555A|AP J10521423+0555098",14.82
"CNS5 2669","UPM J1055-7356",163.81377283026,-73.93585979149,"Em*","M7","TIC 277539431|WISE J105515.73-735611.3|Gaia DR3 5225863906515477376|CNS5 2669|WISEA J105515.71-735611.3|2MASS J10551532-7356091|Gaia DR2 5225863906515477376|UPM J1055-7356",
"CNS5 2673","WISE J105553.59-165216.3",163.97661291666665,-16.872557944444445,"BD*","T9.5","CNS5 2673|WISEA J105553.62-165216.5|WISE J105553.59-165216.3",
"CNS5 2674","Wolf  359",164.1205036259475,7.014723134801666,"PM*","dM6","TIC 365006789|StKM 2-681|GJ 406|Gaia DR3 3864972938605115520|PLX 2553|2RE J1056+070|LSPM J1056+0700|NLTT 25782|1AXG J105630+0701|2E  2358|2MASS J10562886+0700527|2RE J105629+070051|8pc 419.10|CSI+07-10541|CSV   6806|Ci 20  600|EUVE J1056+07.0|G  45-20|GCRV  6780|GEN# +6.10010406|GSC 00261-00377|CNS5 2674|JP11  5139|JP11  5138|JP11  5140|JP11  5141|LFT  750|LHS    36|LTT 12923|PM 10541+0719|RBS   922|RE J1056+070|RE J105630+070040|UBV   10028|USNO 836|USNO 612|V* CN Leo|Wolf  359|Zkh 147|[GKL99] 228|[RHG95]  1702|USNO-B1.0 0970-00229948|PLX 2553.00|1E 1053.9+0718|1ES 1053+07.2|1RXS J105630.3+070118|2E 1053.9+0718|ASAS J105629+0700.8|RX J1056.5+0701|[ZEH2003] RX J1056.5+0701  1|WISEA J105626.19+070025.0|UCAC4 486-052878|2XMMi J105627.2+070036|WEB  9714|PM J10564+0700|EPIC 201885041|FBS 1054+073|Karmn J10564+070",13.507
"CNS5 2677","LAWD 34",164.39639247953957,-7.523104661004167,"WD*","DC","TIC 148559575|TIC 148559577|PSO J164.3938-07.5228|GJ 1140|Gaia DR3 3763445409285757824|CSI-07-10551|CNS5 2677|EGGR  74|G 163-27|GEN# +9.80163027|GSC 05500-01023|L  898-25|LAWD 34|LFT  753|LHS  2333|LP  671-11|LPM 364|LTT  4020|NLTT 25836|PG 1055-073|UBV   10039|UBV M  42324|USNO 433|WD 1055-072|WD 1055-07|uvby98 980163027|2MASS J10573517-0731233|WISEA J105734.55-073120.0|PLX 2555.02|2MASS J10573453-0731171|Gaia DR2 3763445409285757824",14.338
"CNS5 2685","*  47 UMa",164.86655313083833,40.430255714645554,"PM*","G1-VFe-0.5","TIC 21535479|GJ 407|HIP 53721|Gaia DR3 777254360337133312|PLX 2556|LSPM J1059+4025|TYC 3009-2703-1|ASCC  407446|USNO-B1.0 1304-00213272|*  47 UMa|AG+40 1169|BD+41  2147|FK5 1282|GC 15087|GCRV  6790|GEN# +1.00095128|CNS5 2685|HD  95128|HIC  53721|HR  4277|IRAS 10566+4041|LTT 12934|N30 2582|NLTT 25907|PMC 90-93   883|PPM  52175|ROT  1637|SAO  43557|SKY# 21001|SPOCS  472|TD1 15274|UBV   10048|UBV M  16684|uvby98 100095128|Gaia DR2 777254360337133312|2MASS J10592802+4025485|PLX 2556.00|WISEA J105927.66+402549.4|NAME Chalawan|WEB  9731",
"CNS5 2689","Ross  104",165.01773753095082,22.832956947207222,"PM*","M4V","TIC 97472519|AP J11000432+2249592|Karmn J11000+228|StKM 2-688|GALEX J110004.0+224957|GJ 408|HIP 53767|Gaia DR3 3988987164339438208|PLX 2561|LSPM J1100+2249|ASCC  776322|UCAC2  39850706|2MASS J11000432+2249592|USNO-B1.0 1128-00230478|8pc 150.96|AC +23   468-46|CSI+23-10574|Ci 20  601|G  58-32|G 120-9|G 119-49|GCRV  6797|GEN# +9.80058032|CNS5 2689|HIC  53767|LHS  6193|LTT 12942|MCC 128|NLTT 25946|Ross  104|TYC 1978-1286-1|UBV   10057|Zkh 148|[HFE83]  768|[RHG95]  1709|PLX 2561.00|WISEA J110003.93+224955.7|UCAC4 565-047644|PM J11000+2249|WEB  9740|Gaia DR2 3988987164339438208",10.02
"CNS5 2694","V* DS Leo",165.65975842087,21.9671388926,"BY*","M1.0Ve","GALEX J110238.4+215801|GJ 410|HIP 53985|Gaia DR3 3988689609004982912|PLX 2574|LSPM J1102+2158|AG+22 1213|BD+22  2302|DO 14329|GCRV 61798|GEN# +1.00095650|GSC 01436-00304|CNS5 2694|HD  95650|HIC  53985|MCC 129|PPM 100840|RBS   934|TYC 1436-304-1|UBV   10085|UBV M  16728|V* DS Leo|VVO 100|[GKL99] 231|[RHG95]  1717|2MASS J11023832+2158017|PLX 2574.00|1RXS J110238.1+215808|RX J1102.6+2158|[ZEH2003] RX J1102.6+2158  1|UCAC4 560-050274|PM J11026+2158|Gaia DR1 3988689604715309568|WEB  9766|Gaia DR2 3988689609004982912|Karmn J11026+219|TIC 97488127",9.572
"CNS5 2696","HD  95735",165.8341450816425,35.96988227279361,"PM*","M2+V","TIC 166646191|TIC 353969903|AP J11032023+3558117|MCC 594|StKM 2-691|GJ 411|HIP 54035|Gaia DR3 762815470562110464|PLX 2576|LSPM J1103+3558|ASCC  492123|2MASS J11032027+3558203|USNO-B1.0 1259-00190202|8pc 392.40|AC2000 1340883|AG+36 1043|AGKR  9911|BD+36  2147|Ci 20  604|DO 14335|G 147-17|G 119-52|GAT   62|GAT  962|GC 15183|GCRV  6818|GEN# +1.00095735|GSC 02521-02279|CNS5 2696|HD  95735|HIC  54035|IRAS 11005+3615|TIC 471011174|JP11  2024|LAL 21185|LFT  756|LHS    37|LTT 12960|NLTT 26105|PM 11006+3617|PPM  75640|RAFGL  411|ROT  1651|SAO  62377|SKY# 21113|TYC 2521-2279-1|UBV   10094|UBV M  16736|USNO 837|Zkh 149|[GKL99] 233|[RHG95]  1719|uvby98 100095735|2MASS J11032023+3558117|PLX 2576.00|XBS J110320.1+355803|WISEA J110319.67+355722.4|UCAC4 630-046224|PM J11033+3558|WEB  9772|Karmn J11033+359",7.52
"CNS5 270","G 172-30",14.261216397975831,45.08605236846444,"PM*","M3.0V","TIC 196293610|Gaia DR3 377423450888562304|CNS5 270|2MASS J00570261+4505099|LSPM J0057+4505|ASCC  300712|G 172-30|LHS  1169|NLTT  3128|USNO-B1.0 1350-00019968|WISEA J005703.30+450509.0|UCAC4 676-004987|PM J00570+4505|Gaia DR2 377423450888562304|Karmn J00570+450",11.972
"CNS5 2702","BD+44  2051",166.3690706208596,43.52677415242249,"PM*","M1.0V","TIC 252803603|AP J11052903+4331357|BD+44  2051A|MCC 35|StKM 2-698|GJ 412 A|HIP 54211|Gaia DR3 778947814402602752|PLX 2582|ASCC  407596|UCAC2  46827681|2MASS J11052903+4331357|USNO-B1.0 1335-00220263|8pc 206.94A|AC2000 1463341|AG+43 1004|AGKR  9948|BD+44  2051|CSI+44  2051  1|Ci 20  606|Ci 18 1349|FK5 4979|Furuhjelm    I-650|G 176-11|GC 15252|GCRV  6831|GEN# +0.04402051A|GSC 03012-02528|CNS5 2702|HIC  54211|IRAS F11029+4346|IRAS 11027+4347|TIC 471011175|JP11   178|JP11   179|JP11   177|LAL 21258|LFT  757|LHS    38|LTT 12976|NLTT 26245|PPM  52239|SAO  43609|TYC 3012-2528-1|UBV   10126|UBV M   3351|Zkh 150|[RHG95]  1723|LSPM J1105+4331W|WDS J11055+4332A|PM J11054+4331|CCDM J11055+4332A|** VBS   18A|AKARI-IRC-V1 J1105259+433142|WISE J110524.38+433146.2|[ZEH2003] RX J1105.5+4331  1|WISEA J110524.36+433146.2|UCAC4 668-057562|WEB  9800|Gaia DR2 778947814402405120|Karmn J11054+435",
"CNS5 2703","BD+44  2051B",166.37868992532916,43.521634777107494,"Em*","M6.0V","TIC 252803606|GJ 412 B|AP J11053133+4331170|Gaia DR3 778947608243864320|UCAC2  46827683|2MASS J11053133+4331170|USNO-B1.0 1335-00220269|1E 1103.0+4346|2E  2394|8pc 206.94B|CSI+44  2051  2|G 176-12|GEN# +0.04402051B|CNS5 2703|TIC 471011176|JP11   180|JP11   181|LFT  758|LHS    39|LTT 12977|NLTT 26247|PM 11030+4347|USNO 719|V* WX UMa|Zkh 151|[GKL99] 234|[RHG95]  1724|LSPM J1105+4331E|1RXS J110534.5+433120|2E 1102.8+4347|RX J1105.5+4331|WDS J11055+4332B|Gaia DR2 778947608243864320|NAME PM I11055+4331|** VBS   18B|CCDM J11055+4332B|AKARI-IRC-V1 J1105281+433123|WISE J110526.74+433128.0|[ZEH2003] RX J1105.5+4331  2|BD+44  2051B|WISEA J110526.65+433128.1|PM J11055+4331|Karmn J11055+435",14.45
"CNS5 2718","CD-23  9765",167.38060378509252,-24.598644190764446,"PM*","M2V","TIC 20325431|StKM 2-705|GJ 413.1|GJ 9349|HIP 54532|Gaia DR3 3536123338748976256|PLX 2596.2|CD-23  9765|CNS5 2718|GEN# -0.02309765|HIC  54532|L  683-112|LFT  764|LHS  2358|LPM 368|LTT  4108|NLTT 26464|NSV  5110|PPM 730409|TYC 6640-765-1|UBV M   5618|Zkh 152|[RHG95]  1732|2MASS J11093138-2435548|PLX 2596.20|WISEA J110930.72-243559.6|UCAC4 328-064445|PM J11095-2435|Gaia DR1 3536123334453183104|Gaia DR2 3536123338748976256",10.446
"CNS5 2723","HD  97101B",167.7605728760367,30.44480865077305,"PM*","M2V","TIC 9001924|Karmn J11110+304W|StKM 2-706|GJ 414 B|Gaia DR3 732856080807636224|CNS5 2723|TYC 2520-2456-1|** STT  231B|ASCC  585765|UCAC2  42410864|2MASS J11110245+3026415|ADS  8083 B|AG+30 1119|BD+31  2238a|CCDM J11110+3028B|CSI+31  2238  1|G 120-22|G 119-59|G 147-27|GCRV  6867|GEN# +1.00097101B|IDS 11056+3100 B|LFT  768|LHS  2366|LTT 13010|NLTT 26531|UBV   10193|VVO 212|[RHG95]  1737|LSPM J1111+3026W|USNO-B1.0 1204-00189139|WDS J11111+3027B|HD  97101B|AKARI-IRC-V1 J1111028+302640|WISE J111103.03+302639.2|Gaia DR2 732856080807636224|UCAC4 603-049122|PM J11110+3026W|WEB  9861",9.983
"CNS5 2724","HD  97101",167.7715498153975,30.446017560313887,"PM*","K7V","TIC 9001920|MCC 600|StKM 2-707|Karmn J11110+304E|GJ 414 A|HIP 54646|Gaia DR3 732857558276385664|PLX 2600|ASCC  585767|UCAC2  42410868|2MASS J11110509+3026459|LSPM J1111+3026E|USNO-B1.0 1204-00189150|ADS  8083 A|AG+30 1120|BD+31  2240|CCDM J11110+3028A|CSI+31  2240  1|Ci 18 1361|Ci 20  613|DO 14370|G 119-60|G 120-23|G 147-28|GC 15366|GCRV  6866|GEN# +1.00097101A|CNS5 2724|HD  97101|HIC  54646|IDS 11056+3100 A|LFT  767|LHS  2367|LTT 13009|NLTT 26534|SAO  62440|TYC 2520-2524-1|UBV   10192|UBV M  16845|VVO 211|[RHG95]  1736|uvby98 100097101 A|WDS J11111+3027A|** STT  231A|AKARI-IRC-V1 J1111055+302644|WISE J111105.67+302643.8|WISEA J111105.67+302643.6|UCAC4 603-049125|Gaia DR1 732857553981449600|WEB  9858|Gaia DR2 732857558276385664",
"CNS5 2731","V* CW UMa",167.96558633891416,33.53645275540528,"PM*","M3.5V","TIC 85334035|StKM 2-708|ATO J167.9647+33.5369|WISE J111151.59+333212.6|GJ 3647|Gaia DR3 758200712885953280|ASCC  585783|LSPM J1111+3332W|USNO-B1.0 1235-00200538|2MASS J11115176+3332111|CSV   1710|G 119-62|CNS5 2731|NLTT 26581|RBS   949|SV* P   719|SV* SVS   314|V* CW UMa|[GKL99] 235|[RHG95]  1742|PLX 2604.01|1RXS J111151.8+333213|RX J1111.8+3332|[ZEH2003] RX J1111.8+3332  1|HAT 228-00237|UCAC4 618-048637|PM J11118+3332S|Gaia DR2 758200712885953280",
"CNS5 2736","WISE J111239.24-385700.7",168.16090674999998,-38.952209,"BD*","T9","WISE J111239.24-385700.7|CNS5 2736|WISEA J111239.25-385700.5",
"CNS5 2747","2MASS J11145133-2618235",168.71390499999998,-26.306545,"BD*","T7.5","TIC 20489807|2MASS J11145133-2618235|CNS5 2747|WISEP J111448.80-261828.2|WISEA J111448.74-261827.9",
"CNS5 2757","HD 304043",169.00085188535294,-57.547659747396665,"PM*","M3.5V","TIC 450545735|LLNS  4660|GJ 422|HIP 55042|Gaia DR3 5339892367684811520|PLX 2621|CSI-57-11141|Ci 20  624|GEN# +9.86192072|HD 304043|HIC  55042|TIC 471011146|L  192-72|LFT  784|LHS    40|LPM 378|LTT  4167|CNS5 2757|NLTT 26836|[RHG95]  1763|Gaia DR2 5339892367683264384|2MASS J11160018-5732513|PLX 2621.00|NAME Innes' star|TYC 8624-3387-1|WISEA J111557.03-573239.3|GCRV 26275|UCAC4 163-067466|PM J11160-5732|Gaia DR1 5339892294634736768|PM 11141-5717",11.516
"CNS5 276","CD-28   302",14.61639946466208,-27.85705381902861,"SB*","M3V","TIC 63835575|Gaia DR3 5032683355641241472|CNS5 276|WISEA J005828.96-275128.4|TYC 6424-2272-1|PM J00584-2751|UCAC4 311-000954|GCRV 26283|2MASS J00582789-2751251|PLX  194.1|APMPM J0058-2751|BPM 46820|CD-28   302|CSI-28   302 20|EGM 517|G 269-63|GEN# -0.02800302|HIC   4569|L  580-76|LEHPM 1136|LFT   88|LHS   129|LPM  50|LTT   548|NLTT  3208|PM 00560-2807|[LM84] 1-37|[MBT64]  80|[PS78]  69|[RHG95]   187|[TS74] 270|PLX  194.10|GJ 46|HIP 4569|Gaia DR2 5032683355641241472|RGO  6252",11.801
